Value, Time of DA (ns), Prime? (According to DA), Time of RA (ns), Prime? (According to RA)
10000000000084584,200,NO,100,NO
10000000000084585,200,NO,1500,NO
10000000000084586,100,NO,0,NO
10000000000084587,200,NO,1600,NO
10000000000084588,200,NO,100,NO
10000000000084589,300,NO,1700,NO
10000000000084590,200,NO,100,NO
10000000000084591,300,NO,1500,NO
10000000000084592,200,NO,100,NO
10000000000084593,200,NO,1400,NO
10000000000084594,500,NO,100,NO
10000000000084595,300,NO,3100,NO
10000000000084596,200,NO,100,NO
10000000000084597,2200,NO,2000,NO
10000000000084598,200,NO,100,NO
10000000000084599,300,NO,1600,NO
10000000000084600,100,NO,0,NO
10000000000084601,300,NO,1500,NO
10000000000084602,200,NO,100,NO
10000000000084603,4500,NO,10500,NO
10000000000084604,3900,NO,100,NO
10000000000084605,300,NO,6300,NO
10000000000084606,300,NO,100,NO
10000000000084607,206000,NO,5300,NO
10000000000084608,200,NO,100,NO
10000000000084609,900,NO,4600,NO
10000000000084610,200,NO,0,NO
10000000000084611,3700,NO,1900,NO
10000000000084612,200,NO,100,NO
10000000000084613,3800,NO,1900,NO
10000000000084614,300,NO,100,NO
10000000000084615,500,NO,4600,NO
10000000000084616,200,NO,0,NO
10000000000084617,3700,NO,4800,NO
10000000000084618,3800,NO,100,NO
10000000000084619,400,NO,1900,NO
10000000000084620,200,NO,100,NO
10000000000084621,7400,NO,3000,NO
10000000000084622,3800,NO,100,NO
10000000000084623,300,NO,5100,NO
10000000000084624,4100,NO,0,NO
10000000000084625,3800,NO,2100,NO
10000000000084626,3600,NO,100,NO
10000000000084627,500,NO,4900,NO
10000000000084628,3600,NO,100,NO
10000000000084629,3000,NO,7900,NO
10000000000084630,900,NO,200,NO
10000000000084631,562800800,NO,6700,NO
10000000000084632,800,NO,100,NO
10000000000084633,400,NO,3300,NO
10000000000084634,200,NO,100,NO
10000000000084635,200,NO,1900,NO
10000000000084636,100,NO,0,NO
10000000000084637,1200,NO,1900,NO
10000000000084638,200,NO,100,NO
10000000000084639,1800,NO,1600,NO
10000000000084640,200,NO,0,NO
10000000000084641,300,NO,1600,NO
10000000000084642,300,NO,0,NO
10000000000084643,9100,NO,2000,NO
10000000000084644,300,NO,0,NO
10000000000084645,200,NO,1600,NO
10000000000084646,200,NO,100,NO
10000000000084647,200,NO,1500,NO
10000000000084648,100,NO,0,NO
10000000000084649,1000,NO,1600,NO
10000000000084650,300,NO,0,NO
10000000000084651,600,NO,1600,NO
10000000000084652,200,NO,0,NO
10000000000084653,200,NO,1500,NO
10000000000084654,200,NO,100,NO
10000000000084655,200,NO,1600,NO
10000000000084656,300,NO,0,NO
10000000000084657,1070416600,YES,44500,YES
10000000000084658,700,NO,200,NO
10000000000084659,300,NO,2500,NO
10000000000084660,300,NO,0,NO
10000000000084661,300,NO,1800,NO
10000000000084662,200,NO,100,NO
10000000000084663,1066766600,YES,47100,YES
10000000000084664,900,NO,100,NO
10000000000084665,300,NO,2700,NO
10000000000084666,200,NO,100,NO
10000000000084667,1790600,NO,7400,NO
10000000000084668,1400,NO,100,NO
10000000000084669,1083182100,YES,44500,YES
10000000000084670,800,NO,100,NO
10000000000084671,600,NO,3200,NO
10000000000084672,300,NO,100,NO
10000000000084673,1060993700,YES,43400,YES
10000000000084674,800,NO,100,NO
10000000000084675,300,NO,2300,NO
10000000000084676,300,NO,100,NO
10000000000084677,300,NO,1900,NO
10000000000084678,100,NO,100,NO
10000000000084679,400,NO,1600,NO
10000000000084680,200,NO,100,NO
10000000000084681,3000,NO,1600,NO
10000000000084682,200,NO,100,NO
10000000000084683,200,NO,1500,NO
10000000000084684,100,NO,0,NO
10000000000084685,200,NO,1500,NO
10000000000084686,200,NO,0,NO
10000000000084687,170500,NO,2100,NO
10000000000084688,200,NO,100,NO
10000000000084689,300,NO,1900,NO
10000000000084690,200,NO,100,NO
10000000000084691,1800,NO,1500,NO
10000000000084692,200,NO,0,NO
10000000000084693,400,NO,1500,NO
10000000000084694,100,NO,0,NO
10000000000084695,300,NO,1600,NO
10000000000084696,200,NO,0,NO
10000000000084697,1600,NO,1500,NO
10000000000084698,200,NO,100,NO
10000000000084699,300,NO,1500,NO
10000000000084700,200,NO,100,NO
10000000000084701,300,NO,1700,NO
10000000000084702,200,NO,0,NO
10000000000084703,300,NO,1500,NO
10000000000084704,200,NO,100,NO
10000000000084705,200,NO,1400,NO
10000000000084706,200,NO,0,NO
10000000000084707,200,NO,1400,NO
10000000000084708,200,NO,0,NO
10000000000084709,26300,NO,1500,NO
10000000000084710,200,NO,0,NO
10000000000084711,48000,NO,1500,NO
10000000000084712,200,NO,0,NO
10000000000084713,300,NO,1600,NO
10000000000084714,200,NO,0,NO
10000000000084715,300,NO,1500,NO
10000000000084716,200,NO,100,NO
10000000000084717,1000,NO,3500,NO
10000000000084718,600,NO,100,NO
10000000000084719,400,NO,3000,NO
10000000000084720,400,NO,100,NO
10000000000084721,400,NO,2500,NO
10000000000084722,200,NO,0,NO
10000000000084723,54000,NO,1900,NO
10000000000084724,200,NO,0,NO
10000000000084725,200,NO,1800,NO
10000000000084726,200,NO,100,NO
10000000000084727,400,NO,1800,NO
10000000000084728,200,NO,100,NO
10000000000084729,53900,NO,1700,NO
10000000000084730,200,NO,0,NO
10000000000084731,200,NO,1900,NO
10000000000084732,200,NO,0,NO
10000000000084733,1072306000,YES,43900,YES
10000000000084734,800,NO,100,NO
10000000000084735,400,NO,2300,NO
10000000000084736,200,NO,100,NO
10000000000084737,200,NO,1600,NO
10000000000084738,1100,NO,100,NO
10000000000084739,1096793400,YES,44500,YES
10000000000084740,600,NO,200,NO
10000000000084741,2299700,NO,4300,NO
10000000000084742,400,NO,0,NO
10000000000084743,300,NO,2000,NO
10000000000084744,100,NO,0,NO
10000000000084745,300,NO,1600,NO
10000000000084746,200,NO,0,NO
10000000000084747,1066170900,YES,45300,YES
10000000000084748,700,NO,100,NO
10000000000084749,300,NO,2500,NO
10000000000084750,200,NO,0,NO
10000000000084751,500,NO,1700,NO
10000000000084752,200,NO,100,NO
10000000000084753,470326900,NO,6900,NO
10000000000084754,1100,NO,200,NO
10000000000084755,400,NO,3000,NO
10000000000084756,200,NO,100,NO
10000000000084757,400,NO,1900,NO
10000000000084758,200,NO,0,NO
10000000000084759,300,NO,1800,NO
10000000000084760,200,NO,100,NO
10000000000084761,200,NO,1500,NO
10000000000084762,200,NO,0,NO
10000000000084763,1066824500,YES,44300,YES
10000000000084764,900,NO,100,NO
10000000000084765,400,NO,2300,NO
10000000000084766,200,NO,100,NO
10000000000084767,200,NO,1900,NO
10000000000084768,100,NO,0,NO
10000000000084769,2800,NO,1700,NO
10000000000084770,200,NO,0,NO
10000000000084771,19900,NO,1700,NO
10000000000084772,200,NO,100,NO
10000000000084773,200,NO,1700,NO
10000000000084774,200,NO,0,NO
10000000000084775,300,NO,1600,NO
10000000000084776,200,NO,0,NO
10000000000084777,1060046200,YES,43500,YES
10000000000084778,900,NO,100,NO
10000000000084779,300,NO,2200,NO
10000000000084780,200,NO,0,NO
10000000000084781,1062929800,YES,46900,YES
10000000000084782,1100,NO,100,NO
10000000000084783,500,NO,2200,NO
10000000000084784,200,NO,100,NO
10000000000084785,300,NO,1700,NO
10000000000084786,200,NO,0,NO
10000000000084787,300,NO,1500,NO
10000000000084788,200,NO,100,NO
10000000000084789,31000,NO,1600,NO
10000000000084790,200,NO,100,NO
10000000000084791,200,NO,1800,NO
10000000000084792,100,NO,0,NO
10000000000084793,400,NO,1600,NO
10000000000084794,200,NO,0,NO
10000000000084795,4300,NO,1900,NO
10000000000084796,100,NO,0,NO
10000000000084797,300,NO,1500,NO
10000000000084798,200,NO,100,NO
10000000000084799,7500,NO,1500,NO
10000000000084800,200,NO,0,NO
10000000000084801,300,NO,1500,NO
10000000000084802,100,NO,0,NO
10000000000084803,200,NO,1500,NO
10000000000084804,100,NO,100,NO
10000000000084805,300,NO,1600,NO
10000000000084806,100,NO,100,NO
10000000000084807,800,NO,1500,NO
10000000000084808,200,NO,100,NO
10000000000084809,300,NO,1500,NO
10000000000084810,200,NO,100,NO
10000000000084811,700,NO,1600,NO
10000000000084812,200,NO,0,NO
10000000000084813,1200,NO,1500,NO
10000000000084814,200,NO,100,NO
10000000000084815,200,NO,1500,NO
10000000000084816,100,NO,0,NO
10000000000084817,11300,NO,1700,NO
10000000000084818,200,NO,100,NO
10000000000084819,700,NO,1500,NO
10000000000084820,200,NO,100,NO
10000000000084821,200,NO,1400,NO
10000000000084822,100,NO,0,NO
10000000000084823,1061074900,YES,44000,YES
10000000000084824,700,NO,100,NO
10000000000084825,400,NO,2200,NO
10000000000084826,200,NO,100,NO
10000000000084827,300,NO,1800,NO
10000000000084828,200,NO,100,NO
10000000000084829,300,NO,1600,NO
10000000000084830,200,NO,100,NO
10000000000084831,400,NO,1700,NO
10000000000084832,200,NO,0,NO
10000000000084833,200,NO,1500,NO
10000000000084834,200,NO,100,NO
10000000000084835,300,NO,1500,NO
10000000000084836,200,NO,100,NO
10000000000084837,600,NO,1600,NO
10000000000084838,200,NO,100,NO
10000000000084839,200,NO,1600,NO
10000000000084840,200,NO,100,NO
10000000000084841,1800,NO,1500,NO
10000000000084842,200,NO,0,NO
10000000000084843,300,NO,1600,NO
10000000000084844,200,NO,0,NO
10000000000084845,200,NO,1500,NO
10000000000084846,300,NO,0,NO
10000000000084847,1067946000,YES,84600,YES
10000000000084848,2400,NO,500,NO
10000000000084849,4600,NO,7600,NO
10000000000084850,900,NO,200,NO
10000000000084851,1000,NO,5300,NO
10000000000084852,700,NO,200,NO
10000000000084853,1900,NO,5700,NO
10000000000084854,1000,NO,200,NO
10000000000084855,1000,NO,5300,NO
10000000000084856,800,NO,200,NO
10000000000084857,800,NO,5000,NO
10000000000084858,800,NO,100,NO
10000000000084859,4300,NO,4900,NO
10000000000084860,800,NO,200,NO
10000000000084861,1000,NO,4700,NO
10000000000084862,700,NO,100,NO
10000000000084863,800,NO,4100,NO
10000000000084864,700,NO,100,NO
10000000000084865,1100,NO,4700,NO
10000000000084866,700,NO,200,NO
10000000000084867,1900,NO,6100,NO
10000000000084868,1700,NO,200,NO
10000000000084869,1200,NO,7300,NO
10000000000084870,1100,NO,200,NO
10000000000084871,600,NO,4000,NO
10000000000084872,600,NO,100,NO
10000000000084873,2100,NO,3600,NO
10000000000084874,300,NO,100,NO
10000000000084875,700,NO,3600,NO
10000000000084876,400,NO,200,NO
10000000000084877,5500,NO,3700,NO
10000000000084878,300,NO,100,NO
10000000000084879,23100,NO,3400,NO
10000000000084880,800,NO,100,NO
10000000000084881,800,NO,3500,NO
10000000000084882,400,NO,100,NO
10000000000084883,1067089100,YES,43700,YES
10000000000084884,1400,NO,100,NO
10000000000084885,400,NO,2500,NO
10000000000084886,200,NO,100,NO
10000000000084887,200,NO,2000,NO
10000000000084888,200,NO,100,NO
10000000000084889,600,NO,1600,NO
10000000000084890,100,NO,0,NO
10000000000084891,5208900,NO,3900,NO
10000000000084892,900,NO,100,NO
10000000000084893,300,NO,2200,NO
10000000000084894,200,NO,0,NO
10000000000084895,300,NO,1700,NO
10000000000084896,200,NO,100,NO
10000000000084897,400,NO,1700,NO
10000000000084898,200,NO,100,NO
10000000000084899,200,NO,1500,NO
10000000000084900,200,NO,100,NO
10000000000084901,700,NO,1500,NO
10000000000084902,200,NO,100,NO
10000000000084903,1500,NO,1600,NO
10000000000084904,100,NO,100,NO
10000000000084905,200,NO,1500,NO
10000000000084906,200,NO,100,NO
10000000000084907,500,NO,1500,NO
10000000000084908,200,NO,0,NO
10000000000084909,266584300,NO,14900,NO
10000000000084910,800,NO,100,NO
10000000000084911,300,NO,3000,NO
10000000000084912,200,NO,100,NO
10000000000084913,1000,NO,3100,NO
10000000000084914,400,NO,100,NO
10000000000084915,400,NO,2700,NO
10000000000084916,300,NO,0,NO
10000000000084917,900,NO,3000,NO
10000000000084918,300,NO,100,NO
10000000000084919,400,NO,2700,NO
10000000000084920,200,NO,100,NO
10000000000084921,11400,NO,2000,NO
10000000000084922,200,NO,100,NO
10000000000084923,200,NO,14100,NO
10000000000084924,500,NO,100,NO
10000000000084925,400,NO,2700,NO
10000000000084926,200,NO,0,NO
10000000000084927,300,NO,1700,NO
10000000000084928,200,NO,100,NO
10000000000084929,300,NO,1600,NO
10000000000084930,200,NO,100,NO
10000000000084931,400,NO,1600,NO
10000000000084932,200,NO,100,NO
10000000000084933,1058037900,YES,44300,YES
10000000000084934,900,NO,100,NO
10000000000084935,300,NO,2400,NO
10000000000084936,200,NO,100,NO
10000000000084937,700,NO,1800,NO
10000000000084938,200,NO,0,NO
10000000000084939,400,NO,1600,NO
10000000000084940,200,NO,100,NO
10000000000084941,200,NO,1500,NO
10000000000084942,200,NO,100,NO
10000000000084943,17500,NO,1400,NO
10000000000084944,200,NO,100,NO
10000000000084945,300,NO,1600,NO
10000000000084946,200,NO,100,NO
10000000000084947,200,NO,1600,NO
10000000000084948,200,NO,0,NO
10000000000084949,4600,NO,1600,NO
10000000000084950,100,NO,100,NO
10000000000084951,1059855800,YES,44300,YES
10000000000084952,700,NO,200,NO
10000000000084953,400,NO,2400,NO
10000000000084954,200,NO,100,NO
10000000000084955,400,NO,2000,NO
10000000000084956,200,NO,0,NO
10000000000084957,8600,NO,1700,NO
10000000000084958,200,NO,0,NO
10000000000084959,200,NO,1700,NO
10000000000084960,200,NO,0,NO
10000000000084961,6800,NO,1700,NO
10000000000084962,200,NO,0,NO
10000000000084963,300,NO,1500,NO
10000000000084964,200,NO,0,NO
10000000000084965,200,NO,1600,NO
10000000000084966,200,NO,0,NO
10000000000084967,43300,NO,1600,NO
10000000000084968,200,NO,0,NO
10000000000084969,400,NO,1600,NO
10000000000084970,200,NO,100,NO
10000000000084971,300,NO,1600,NO
10000000000084972,200,NO,0,NO
10000000000084973,85600,NO,1700,NO
10000000000084974,100,NO,0,NO
10000000000084975,300,NO,1600,NO
10000000000084976,200,NO,0,NO
10000000000084977,300,NO,1400,NO
10000000000084978,200,NO,100,NO
10000000000084979,600,NO,1400,NO
10000000000084980,200,NO,100,NO
10000000000084981,400,NO,1400,NO
10000000000084982,200,NO,100,NO
10000000000084983,300,NO,1400,NO
10000000000084984,200,NO,100,NO
10000000000084985,300,NO,1400,NO
10000000000084986,200,NO,0,NO
10000000000084987,56900,NO,1500,NO
10000000000084988,200,NO,100,NO
10000000000084989,200,NO,1500,NO
10000000000084990,200,NO,100,NO
10000000000084991,400,NO,1400,NO
10000000000084992,200,NO,0,NO
10000000000084993,1067320200,YES,44800,YES
10000000000084994,900,NO,100,NO
10000000000084995,300,NO,2500,NO
10000000000084996,200,NO,0,NO
10000000000084997,300,NO,1900,NO
10000000000084998,200,NO,100,NO
10000000000084999,400,NO,1600,NO
10000000000085000,200,NO,0,NO
10000000000085001,300,NO,1400,NO
10000000000085002,200,NO,100,NO
10000000000085003,1600,NO,1500,NO
10000000000085004,200,NO,100,NO
10000000000085005,200,NO,1600,NO
10000000000085006,200,NO,0,NO
10000000000085007,300,NO,1500,NO
10000000000085008,1500,NO,200,NO
10000000000085009,11200,NO,4700,NO
10000000000085010,800,NO,200,NO
10000000000085011,1000,NO,3800,NO
10000000000085012,700,NO,200,NO
10000000000085013,700,NO,3800,NO
10000000000085014,600,NO,100,NO
10000000000085015,800,NO,3700,NO
10000000000085016,300,NO,100,NO
10000000000085017,400,NO,2000,NO
10000000000085018,200,NO,100,NO
10000000000085019,200,NO,1600,NO
10000000000085020,100,NO,0,NO
10000000000085021,400,NO,1700,NO
10000000000085022,200,NO,100,NO
10000000000085023,600,NO,1700,NO
10000000000085024,200,NO,0,NO
10000000000085025,300,NO,1500,NO
10000000000085026,100,NO,0,NO
10000000000085027,400,NO,1500,NO
10000000000085028,200,NO,0,NO
10000000000085029,300,NO,1400,NO
10000000000085030,200,NO,100,NO
10000000000085031,200,NO,1500,NO
10000000000085032,200,NO,0,NO
10000000000085033,500,NO,1400,NO
10000000000085034,100,NO,100,NO
10000000000085035,200,NO,1400,NO
10000000000085036,100,NO,0,NO
10000000000085037,200,NO,1500,NO
10000000000085038,200,NO,100,NO
10000000000085039,200,NO,1500,NO
10000000000085040,200,NO,100,NO
10000000000085041,500,NO,1500,NO
10000000000085042,200,NO,100,NO
10000000000085043,200,NO,1500,NO
10000000000085044,200,NO,100,NO
10000000000085045,300,NO,1600,NO
10000000000085046,100,NO,100,NO
10000000000085047,30800,NO,1400,NO
10000000000085048,100,NO,0,NO
10000000000085049,200,NO,1500,NO
10000000000085050,200,NO,0,NO
10000000000085051,300,NO,1400,NO
10000000000085052,100,NO,100,NO
10000000000085053,300,NO,1500,NO
10000000000085054,200,NO,100,NO
10000000000085055,300,NO,1400,NO
10000000000085056,200,NO,0,NO
10000000000085057,1071093900,YES,45500,YES
10000000000085058,700,NO,100,NO
10000000000085059,600,NO,2600,NO
10000000000085060,300,NO,100,NO
10000000000085061,300,NO,2000,NO
10000000000085062,200,NO,0,NO
10000000000085063,1059932100,YES,44800,YES
10000000000085064,900,NO,200,NO
10000000000085065,400,NO,2700,NO
10000000000085066,300,NO,100,NO
10000000000085067,300,NO,2100,NO
10000000000085068,200,NO,100,NO
10000000000085069,400,NO,1500,NO
10000000000085070,200,NO,100,NO
10000000000085071,3100,NO,4200,NO
10000000000085072,200,NO,0,NO
10000000000085073,200,NO,1500,NO
10000000000085074,200,NO,100,NO
10000000000085075,300,NO,1400,NO
10000000000085076,200,NO,0,NO
10000000000085077,1072772700,YES,44800,YES
10000000000085078,1700,NO,100,NO
10000000000085079,900,NO,3100,NO
10000000000085080,400,NO,100,NO
10000000000085081,400,NO,2600,NO
10000000000085082,200,NO,100,NO
10000000000085083,1300,NO,2000,NO
10000000000085084,100,NO,0,NO
10000000000085085,300,NO,1600,NO
10000000000085086,200,NO,100,NO
10000000000085087,19683100,NO,10200,NO
10000000000085088,800,NO,100,NO
10000000000085089,1000,NO,2600,NO
10000000000085090,300,NO,100,NO
10000000000085091,1100,NO,4100,NO
10000000000085092,1500,NO,300,NO
10000000000085093,2500,NO,4600,NO
10000000000085094,800,NO,200,NO
10000000000085095,800,NO,3900,NO
10000000000085096,300,NO,100,NO
10000000000085097,300,NO,2600,NO
10000000000085098,200,NO,0,NO
10000000000085099,700,NO,2000,NO
10000000000085100,200,NO,100,NO
10000000000085101,400,NO,1800,NO
10000000000085102,200,NO,0,NO
10000000000085103,300,NO,1600,NO
10000000000085104,200,NO,0,NO
10000000000085105,200,NO,1500,NO
10000000000085106,200,NO,0,NO
10000000000085107,3600,NO,1600,NO
10000000000085108,200,NO,100,NO
10000000000085109,300,NO,1400,NO
10000000000085110,200,NO,0,NO
10000000000085111,21200,NO,1600,NO
10000000000085112,200,NO,100,NO
10000000000085113,2200,NO,1800,NO
10000000000085114,200,NO,0,NO
10000000000085115,200,NO,1500,NO
10000000000085116,300,NO,0,NO
10000000000085117,400,NO,1600,NO
10000000000085118,200,NO,0,NO
10000000000085119,500,NO,1600,NO
10000000000085120,100,NO,0,NO
10000000000085121,300,NO,1700,NO
10000000000085122,300,NO,0,NO
10000000000085123,300,NO,1500,NO
10000000000085124,200,NO,100,NO
10000000000085125,200,NO,1500,NO
10000000000085126,200,NO,0,NO
10000000000085127,500,NO,1500,NO
10000000000085128,300,NO,0,NO
10000000000085129,516300,NO,4100,NO
10000000000085130,300,NO,100,NO
10000000000085131,352367400,NO,6500,NO
10000000000085132,900,NO,100,NO
10000000000085133,300,NO,2800,NO
10000000000085134,200,NO,100,NO
10000000000085135,300,NO,2000,NO
10000000000085136,200,NO,0,NO
10000000000085137,300,NO,1500,NO
10000000000085138,200,NO,100,NO
10000000000085139,300,NO,1500,NO
10000000000085140,200,NO,100,NO
10000000000085141,9700,NO,1500,NO
10000000000085142,200,NO,0,NO
10000000000085143,1927500,NO,3100,NO
10000000000085144,400,NO,0,NO
10000000000085145,200,NO,1800,NO
10000000000085146,200,NO,100,NO
10000000000085147,400,NO,1500,NO
10000000000085148,200,NO,0,NO
10000000000085149,4400,NO,1500,NO
10000000000085150,200,NO,100,NO
10000000000085151,200,NO,1400,NO
10000000000085152,200,NO,0,NO
10000000000085153,4857300,NO,5800,NO
10000000000085154,800,NO,100,NO
10000000000085155,400,NO,2100,NO
10000000000085156,200,NO,0,NO
10000000000085157,200,NO,1500,NO
10000000000085158,200,NO,0,NO
10000000000085159,244194500,NO,6800,NO
10000000000085160,900,NO,200,NO
10000000000085161,500,NO,2800,NO
10000000000085162,200,NO,100,NO
10000000000085163,300,NO,2000,NO
10000000000085164,100,NO,0,NO
10000000000085165,200,NO,1700,NO
10000000000085166,200,NO,100,NO
10000000000085167,9700,NO,2200,NO
10000000000085168,200,NO,0,NO
10000000000085169,200,NO,1600,NO
10000000000085170,100,NO,0,NO
10000000000085171,21300,NO,1700,NO
10000000000085172,100,NO,0,NO
10000000000085173,300,NO,1600,NO
10000000000085174,200,NO,100,NO
10000000000085175,200,NO,1500,NO
10000000000085176,200,NO,100,NO
10000000000085177,8266100,NO,3800,NO
10000000000085178,500,NO,100,NO
10000000000085179,300,NO,2100,NO
10000000000085180,300,NO,0,NO
10000000000085181,200,NO,1500,NO
10000000000085182,200,NO,100,NO
10000000000085183,400,NO,1600,NO
10000000000085184,200,NO,100,NO
10000000000085185,300,NO,1600,NO
10000000000085186,200,NO,0,NO
10000000000085187,200,NO,1500,NO
10000000000085188,100,NO,0,NO
10000000000085189,1100,NO,1500,NO
10000000000085190,300,NO,0,NO
10000000000085191,136200,NO,2300,NO
10000000000085192,200,NO,100,NO
10000000000085193,200,NO,1700,NO
10000000000085194,200,NO,100,NO
10000000000085195,200,NO,1500,NO
10000000000085196,200,NO,0,NO
10000000000085197,1062047100,YES,46000,YES
10000000000085198,700,NO,100,NO
10000000000085199,400,NO,2500,NO
10000000000085200,200,NO,100,NO
10000000000085201,700,NO,1900,NO
10000000000085202,200,NO,100,NO
10000000000085203,400,NO,1800,NO
10000000000085204,3500,NO,100,NO
10000000000085205,300,NO,1700,NO
10000000000085206,200,NO,100,NO
10000000000085207,300,NO,1500,NO
10000000000085208,200,NO,100,NO
10000000000085209,800,NO,1500,NO
10000000000085210,200,NO,100,NO
10000000000085211,200,NO,1500,NO
10000000000085212,200,NO,0,NO
10000000000085213,1600,NO,1500,NO
10000000000085214,200,NO,100,NO
10000000000085215,200,NO,1500,NO
10000000000085216,200,NO,100,NO
10000000000085217,200,NO,1500,NO
10000000000085218,200,NO,100,NO
10000000000085219,5300,NO,1500,NO
10000000000085220,200,NO,100,NO
10000000000085221,300,NO,1500,NO
10000000000085222,200,NO,100,NO
10000000000085223,200,NO,1500,NO
10000000000085224,200,NO,100,NO
10000000000085225,200,NO,1700,NO
10000000000085226,200,NO,100,NO
10000000000085227,400,NO,1600,NO
10000000000085228,200,NO,100,NO
10000000000085229,200,NO,1600,NO
10000000000085230,200,NO,0,NO
10000000000085231,800,NO,1500,NO
10000000000085232,200,NO,0,NO
10000000000085233,1400,NO,1500,NO
10000000000085234,200,NO,100,NO
10000000000085235,200,NO,1500,NO
10000000000085236,200,NO,100,NO
10000000000085237,400,NO,1500,NO
10000000000085238,200,NO,0,NO
10000000000085239,1064174400,YES,47100,YES
10000000000085240,800,NO,100,NO
10000000000085241,400,NO,2500,NO
10000000000085242,300,NO,100,NO
10000000000085243,1300,NO,1900,NO
10000000000085244,200,NO,0,NO
10000000000085245,400,NO,2000,NO
10000000000085246,200,NO,100,NO
10000000000085247,200,NO,1700,NO
10000000000085248,200,NO,0,NO
10000000000085249,300,NO,1700,NO
10000000000085250,200,NO,100,NO
10000000000085251,400,NO,1600,NO
10000000000085252,200,NO,100,NO
10000000000085253,200,NO,1700,NO
10000000000085254,200,NO,100,NO
10000000000085255,400,NO,2600,NO
10000000000085256,200,NO,0,NO
10000000000085257,500,NO,1400,NO
10000000000085258,200,NO,100,NO
10000000000085259,200,NO,1500,NO
10000000000085260,200,NO,0,NO
10000000000085261,187700,NO,2100,NO
10000000000085262,200,NO,0,NO
10000000000085263,300,NO,1900,NO
10000000000085264,200,NO,100,NO
10000000000085265,200,NO,1500,NO
10000000000085266,200,NO,0,NO
10000000000085267,443485200,NO,5400,NO
10000000000085268,1100,NO,100,NO
10000000000085269,1076276100,YES,42300,YES
10000000000085270,900,NO,100,NO
10000000000085271,300,NO,2500,NO
10000000000085272,200,NO,100,NO
10000000000085273,600,NO,1900,NO
10000000000085274,100,NO,0,NO
10000000000085275,300,NO,1600,NO
10000000000085276,200,NO,0,NO
10000000000085277,200,NO,1600,NO
10000000000085278,200,NO,100,NO
10000000000085279,17400,NO,1600,NO
10000000000085280,200,NO,0,NO
10000000000085281,700,NO,1500,NO
10000000000085282,200,NO,100,NO
10000000000085283,200,NO,1500,NO
10000000000085284,200,NO,100,NO
10000000000085285,200,NO,1600,NO
10000000000085286,200,NO,0,NO
10000000000085287,400,NO,1500,NO
10000000000085288,200,NO,100,NO
10000000000085289,300,NO,1400,NO
10000000000085290,200,NO,0,NO
10000000000085291,400,NO,1500,NO
10000000000085292,200,NO,0,NO
10000000000085293,300,NO,1500,NO
10000000000085294,200,NO,100,NO
10000000000085295,300,NO,1700,NO
10000000000085296,300,NO,100,NO
10000000000085297,7000,NO,1500,NO
10000000000085298,200,NO,0,NO
10000000000085299,1059093900,YES,44900,YES
10000000000085300,1200,NO,100,NO
10000000000085301,500,NO,3100,NO
10000000000085302,400,NO,0,NO
10000000000085303,600,NO,2800,NO
10000000000085304,300,NO,100,NO
10000000000085305,900,NO,1800,NO
10000000000085306,200,NO,0,NO
10000000000085307,200,NO,2300,NO
10000000000085308,200,NO,100,NO
10000000000085309,35600,NO,1700,NO
10000000000085310,300,NO,100,NO
10000000000085311,900,NO,2100,NO
10000000000085312,200,NO,100,NO
10000000000085313,300,NO,4500,NO
10000000000085314,200,NO,100,NO
10000000000085315,300,NO,2200,NO
10000000000085316,200,NO,0,NO
10000000000085317,1800,NO,1700,NO
10000000000085318,200,NO,100,NO
10000000000085319,200,NO,2100,NO
10000000000085320,300,NO,0,NO
10000000000085321,17100,NO,1900,NO
10000000000085322,200,NO,0,NO
10000000000085323,2500,NO,1800,NO
10000000000085324,300,NO,0,NO
10000000000085325,300,NO,1800,NO
10000000000085326,200,NO,0,NO
10000000000085327,1200,NO,1900,NO
10000000000085328,200,NO,0,NO
10000000000085329,400,NO,1600,NO
10000000000085330,200,NO,0,NO
10000000000085331,300,NO,2300,NO
10000000000085332,300,NO,100,NO
10000000000085333,400,NO,2300,NO
10000000000085334,400,NO,100,NO
10000000000085335,300,NO,1900,NO
10000000000085336,200,NO,0,NO
10000000000085337,700,NO,1800,NO
10000000000085338,200,NO,100,NO
10000000000085339,500,NO,1900,NO
10000000000085340,200,NO,100,NO
10000000000085341,1061240000,YES,44300,YES
10000000000085342,800,NO,200,NO
10000000000085343,300,NO,2700,NO
10000000000085344,200,NO,100,NO
10000000000085345,300,NO,1700,NO
10000000000085346,200,NO,100,NO
10000000000085347,300,NO,1800,NO
10000000000085348,200,NO,0,NO
10000000000085349,200,NO,1600,NO
10000000000085350,200,NO,0,NO
10000000000085351,2300,NO,1600,NO
10000000000085352,200,NO,100,NO
10000000000085353,3310700,NO,2800,NO
10000000000085354,300,NO,0,NO
10000000000085355,200,NO,1900,NO
10000000000085356,200,NO,100,NO
10000000000085357,1800,NO,1500,NO
10000000000085358,200,NO,0,NO
10000000000085359,300,NO,1600,NO
10000000000085360,200,NO,0,NO
10000000000085361,200,NO,1500,NO
10000000000085362,200,NO,100,NO
10000000000085363,500,NO,1500,NO
10000000000085364,200,NO,0,NO
10000000000085365,300,NO,1500,NO
10000000000085366,200,NO,100,NO
10000000000085367,200,NO,1500,NO
10000000000085368,100,NO,0,NO
